YEAR,MONTH,DAY,VALUE
2000,1,29,0.478
2000,1,30,0.505
2000,1,31,0.263
2000,2,1,0.151
2000,2,2,0.075
2000,2,3,0.144
2000,2,4,0.562
2000,2,5,1.135
2000,2,6,1.458
2000,2,7,1.653
2000,2,8,1.752
2000,2,9,1.720
2000,2,10,1.622
2000,2,11,1.470
2000,2,12,1.413
2000,2,13,1.433
2000,2,14,1.662
2000,2,15,1.552
2000,2,16,1.237
2000,2,17,0.972
2000,2,18,0.766
2000,2,19,0.799
2000,2,20,1.027
2000,2,21,1.105
2000,2,22,1.233
2000,2,23,1.324
2000,2,24,1.157
2000,2,25,0.823
2000,2,26,0.737
2000,2,27,1.037
2000,2,28,1.071
2000,2,29,0.679
2000,3,1,0.722
2000,3,2,0.692
2000,3,3,0.566
2000,3,4,0.455
2000,3,5,0.363
2000,3,6,0.396
2000,3,7,0.587
2000,3,8,0.721
2000,3,9,0.943
2000,3,10,1.144
2000,3,11,1.202
2000,3,12,1.139
2000,3,13,1.247
2000,3,14,1.055
2000,3,15,0.923
2000,3,16,1.042
2000,3,17,1.256
2000,3,18,1.298
2000,3,19,1.009
2000,3,20,0.526
2000,3,21,0.474
2000,3,22,0.561
2000,3,23,0.417
2000,3,24,-0.039
2000,3,25,-0.263
2000,3,26,-0.405
2000,3,27,-0.799
2000,3,28,-0.974
2000,3,29,-0.919
2000,3,30,-0.898
2000,3,31,-0.841
2000,4,1,-0.745
2000,4,2,-0.500
2000,4,3,-0.115
2000,4,4,-0.070
2000,4,5,-0.058
2000,4,6,0.131
2000,4,7,0.617
2000,4,8,0.818
2000,4,9,0.599
2000,4,10,-0.047
2000,4,11,-0.603
2000,4,12,-0.805
2000,4,13,-0.783
2000,4,14,-0.619
2000,4,15,-0.287
2000,4,16,-0.258
2000,4,17,-0.134
2000,4,18,-0.040
2000,4,19,-0.128
2000,4,20,-0.112
2000,4,21,0.075
2000,4,22,0.105
2000,4,23,-0.142
2000,4,24,-0.331
2000,4,25,-0.038
2000,4,26,0.311
2000,4,27,0.241
2000,4,28,0.002
2000,4,29,0.126
2000,4,30,0.386
2000,11,1,-0.518
2000,11,2,-0.756
2000,11,3,-0.581
2000,11,4,-0.688
2000,11,5,-1.257
2000,11,6,-1.412
2000,11,7,-1.112
2000,11,8,-0.734
2000,11,9,-0.576
2000,11,10,-0.412
2000,11,11,-0.448
2000,11,12,-0.559
2000,11,13,-0.073
2000,11,14,0.527
2000,11,15,0.558
2000,11,16,0.310
2000,11,17,0.229
2000,11,18,0.368
2000,11,19,0.107
2000,11,20,-0.031
2000,11,21,-0.349
2000,11,22,-0.498
2000,11,23,-0.525
2000,11,24,-0.437
2000,11,25,-0.539
2000,11,26,-0.826
2000,11,27,-1.216
2000,11,28,-1.170
2000,11,29,-0.861
2000,11,30,-0.702
2000,12,1,-0.739
2000,12,2,-0.656
2000,12,3,-0.700
2000,12,4,-1.017
2000,12,5,-1.390
2000,12,6,-1.465
2000,12,7,-1.658
2000,12,8,-1.270
2000,12,9,-0.574
2000,12,10,0.272
2000,12,11,0.699
2000,12,12,0.897
2000,12,13,0.824
2000,12,14,0.920
2000,12,15,0.703
2000,12,16,0.458
2000,12,17,0.137
2000,12,18,-0.350
2000,12,19,-0.606
2000,12,20,-0.674
2000,12,21,-1.073
2000,12,22,-1.172
2000,12,23,-1.227
2000,12,24,-1.185
2000,12,25,-1.059
2000,12,26,-0.927
2000,12,27,-0.921
2000,12,28,-0.845
2000,12,29,-0.658
2000,12,30,-0.537
2000,12,31,-0.353
2001,1,1,-0.023
2001,1,2,0.461
2001,1,3,0.260
2001,1,4,0.071
2001,1,5,0.046
2001,1,6,0.077
2001,1,7,-0.029
2001,1,8,-0.243
2001,1,9,-0.420
2001,1,10,-0.489
2001,1,11,-0.535
2001,1,12,-0.438
2001,1,13,-0.162
2001,1,14,0.180
2001,1,15,0.214
2001,1,16,0.186
2001,1,17,0.143
2001,1,18,0.142
2001,1,19,0.242
2001,1,20,0.519
2001,1,21,0.714
2001,1,22,0.825
2001,1,23,0.832
2001,1,24,0.708
2001,1,25,0.798
2001,1,26,0.615
2001,1,27,0.229
2001,1,28,0.060
2001,1,29,0.046
2001,1,30,-0.187
2001,1,31,-0.122
2001,2,1,0.053
2001,2,2,0.227
2001,2,3,0.153
2001,2,4,0.253
2001,2,5,0.165
2001,2,6,-0.030
2001,2,7,0.048
2001,2,8,0.020
2001,2,9,0.148
2001,2,10,0.448
2001,2,11,0.790
2001,2,12,0.975
2001,2,13,0.883
2001,2,14,0.743
2001,2,15,0.674
2001,2,16,0.822
2001,2,17,0.972
2001,2,18,1.196
2001,2,19,1.332
2001,2,20,1.325
2001,2,21,1.132
2001,2,22,0.664
2001,2,23,0.309
2001,2,24,0.034
2001,2,25,-0.194
2001,2,26,-0.137
2001,2,27,-0.317
2001,2,28,-0.803
2001,3,1,-1.496
2001,3,2,-1.547
2001,3,3,-1.527
2001,3,4,-1.192
2001,3,5,-0.709
2001,3,6,-0.599
2001,3,7,-0.487
2001,3,8,-0.226
2001,3,9,-0.046
2001,3,10,-0.059
2001,3,11,-0.249
2001,3,12,-0.167
2001,3,13,-0.046
2001,3,14,-0.097
2001,3,15,-0.358
2001,3,16,-0.573
2001,3,17,-0.596
2001,3,18,-0.604
2001,3,19,-0.683
2001,3,20,-0.648
2001,3,21,-0.317
2001,3,22,-0.108
2001,3,23,0.034
2001,3,24,0.002
2001,3,25,-0.169
2001,3,26,-0.375
2001,3,27,-0.438
2001,3,28,-0.468
2001,3,29,-0.500
2001,3,30,-0.379
2001,3,31,-0.364
2001,4,1,-0.766
2001,4,2,-1.004
2001,4,3,-0.766
2001,4,4,-0.303
2001,4,5,-0.044
2001,4,6,-0.088
2001,4,7,-0.529
2001,4,8,-0.618
2001,4,9,-0.564
2001,4,10,-0.730
2001,4,11,-0.941
2001,4,12,-0.805
2001,4,13,-0.423
2001,4,14,-0.568
2001,4,15,-0.969
2001,4,16,-0.731
2001,4,17,-0.447
2001,4,18,-0.178
2001,4,19,-0.015
2001,4,20,0.185
2001,4,21,0.246
2001,4,22,0.173
2001,4,23,0.271
2001,4,24,0.636
2001,4,25,1.217
2001,4,26,2.023
2001,4,27,1.818
2001,4,28,1.012
2001,4,29,0.926
2001,4,30,1.137
2001,11,1,0.643
2001,11,2,0.742
2001,11,3,0.214
2001,11,4,-0.287
2001,11,5,-0.565
2001,11,6,-0.679
2001,11,7,-0.419
2001,11,8,-0.203
2001,11,9,0.511
2001,11,10,0.593
2001,11,11,0.051
2001,11,12,-0.497
2001,11,13,-0.546
2001,11,14,-0.343
2001,11,15,-0.063
2001,11,16,0.361
2001,11,17,0.417
2001,11,18,0.471
2001,11,19,0.550
2001,11,20,0.626
2001,11,21,0.496
2001,11,22,0.593
2001,11,23,0.938
2001,11,24,1.166
2001,11,25,1.550
2001,11,26,1.527
2001,11,27,1.141
2001,11,28,1.197
2001,11,29,1.496
2001,11,30,1.558
2001,12,1,1.748
2001,12,2,1.550
2001,12,3,1.414
2001,12,4,1.362
2001,12,5,1.665
2001,12,6,1.170
2001,12,7,0.407
2001,12,8,-0.023
2001,12,9,-0.711
2001,12,10,-1.212
2001,12,11,-1.200
2001,12,12,-1.027
2001,12,13,-1.406
2001,12,14,-1.539
2001,12,15,-1.362
2001,12,16,-1.315
2001,12,17,-1.311
2001,12,18,-1.049
2001,12,19,-0.860
2001,12,20,-0.844
2001,12,21,-0.932
2001,12,22,-1.087
2001,12,23,-1.339
2001,12,24,-1.217
2001,12,25,-0.813
2001,12,26,-0.506
2001,12,27,-0.612
2001,12,28,-0.736
2001,12,29,-0.815
2001,12,30,-0.852
2001,12,31,-0.781
2002,1,1,-0.631
2002,1,2,-0.516
2002,1,3,-0.537
2002,1,4,-0.426
2002,1,5,0.095
2002,1,6,0.424
2002,1,7,0.579
2002,1,8,0.646
2002,1,9,0.815
2002,1,10,0.783
2002,1,11,0.606
2002,1,12,0.472
2002,1,13,0.428
2002,1,14,0.387
2002,1,15,0.430
2002,1,16,0.598
2002,1,17,0.446
2002,1,18,0.230
2002,1,19,-0.105
2002,1,20,-0.309
2002,1,21,-0.347
2002,1,22,-0.186
2002,1,23,-0.402
2002,1,24,-0.231
2002,1,25,0.179
2002,1,26,0.411
2002,1,27,0.308
2002,1,28,0.362
2002,1,29,0.329
2002,1,30,0.389
2002,1,31,0.374
2002,2,1,0.162
2002,2,2,0.415
2002,2,3,0.680
2002,2,4,0.794
2002,2,5,0.718
2002,2,6,0.487
2002,2,7,0.707
2002,2,8,0.855
2002,2,9,0.837
2002,2,10,0.637
2002,2,11,0.693
2002,2,12,0.625
2002,2,13,0.651
2002,2,14,0.797
2002,2,15,1.018
2002,2,16,1.035
2002,2,17,0.747
2002,2,18,0.471
2002,2,19,0.613
2002,2,20,0.635
2002,2,21,0.915
2002,2,22,0.965
2002,2,23,0.774
2002,2,24,0.930
2002,2,25,1.196
2002,2,26,1.101
2002,2,27,0.783
2002,2,28,0.307
2002,3,1,0.137
2002,3,2,0.392
2002,3,3,0.648
2002,3,4,0.850
2002,3,5,1.133
2002,3,6,1.214
2002,3,7,1.069
2002,3,8,0.956
2002,3,9,0.983
2002,3,10,0.844
2002,3,11,0.472
2002,3,12,0.527
2002,3,13,0.574
2002,3,14,0.306
2002,3,15,-0.029
2002,3,16,-0.067
2002,3,17,-0.291
2002,3,18,-0.442
2002,3,19,-0.126
2002,3,20,0.108
2002,3,21,0.355
2002,3,22,0.134
2002,3,23,-0.171
2002,3,24,0.087
2002,3,25,0.562
2002,3,26,0.866
2002,3,27,0.797
2002,3,28,0.649
2002,3,29,0.500
2002,3,30,0.653
2002,3,31,0.753
2002,4,1,0.655
2002,4,2,0.526
2002,4,3,0.669
2002,4,4,0.745
2002,4,5,0.799
2002,4,6,0.580
2002,4,7,0.297
2002,4,8,0.518
2002,4,9,1.180
2002,4,10,1.529
2002,4,11,1.433
2002,4,12,1.394
2002,4,13,1.459
2002,4,14,1.257
2002,4,15,0.938
2002,4,16,0.631
2002,4,17,0.087
2002,4,18,-0.258
2002,4,19,-0.479
2002,4,20,-0.208
2002,4,21,0.006
2002,4,22,0.322
2002,4,23,0.475
2002,4,24,0.622
2002,4,25,0.815
2002,4,26,0.492
2002,4,27,0.174
2002,4,28,-0.145
2002,4,29,-0.300
2002,4,30,-0.655
2002,11,1,0.106
2002,11,2,0.125
2002,11,3,0.185
2002,11,4,0.248
2002,11,5,0.458
2002,11,6,0.187
2002,11,7,-0.492
2002,11,8,-0.613
2002,11,9,-0.557
2002,11,10,-0.510
2002,11,11,-0.800
2002,11,12,-0.762
2002,11,13,-0.576
2002,11,14,-0.364
2002,11,15,0.120
2002,11,16,0.573
2002,11,17,0.598
2002,11,18,0.341
2002,11,19,0.287
2002,11,20,-0.098
2002,11,21,-0.640
2002,11,22,-0.984
2002,11,23,-1.025
2002,11,24,-0.708
2002,11,25,-0.390
2002,11,26,-0.159
2002,11,27,-0.186
2002,11,28,-0.377
2002,11,29,-0.539
2002,11,30,-0.340
2002,12,1,-1.385
2002,12,2,-1.063
2002,12,3,-0.565
2002,12,4,-0.351
2002,12,5,-0.479
2002,12,6,-0.684
2002,12,7,-0.806
2002,12,8,-1.204
2002,12,9,-1.571
2002,12,10,-1.585
2002,12,11,-1.475
2002,12,12,-1.358
2002,12,13,-1.132
2002,12,14,-0.696
2002,12,15,-0.488
2002,12,16,-0.370
2002,12,17,-0.268
2002,12,18,-0.295
2002,12,19,-0.347
2002,12,20,-0.331
2002,12,21,-0.336
2002,12,22,-0.355
2002,12,23,-0.185
2002,12,24,-0.077
2002,12,25,-0.147
2002,12,26,-0.051
2002,12,27,0.030
2002,12,28,-0.019
2002,12,29,0.016
2002,12,30,-0.130
2002,12,31,0.027
2003,1,1,-0.290
2003,1,2,-0.050
2003,1,3,-0.115
2003,1,4,-0.141
2003,1,5,-0.419
2003,1,6,-0.698
2003,1,7,-0.773
2003,1,8,-1.025
2003,1,9,-1.098
2003,1,10,-0.922
2003,1,11,-0.639
2003,1,12,-0.207
2003,1,13,0.221
2003,1,14,0.518
2003,1,15,0.544
2003,1,16,0.481
2003,1,17,0.421
2003,1,18,0.295
2003,1,19,0.217
2003,1,20,-0.043
2003,1,21,-0.136
2003,1,22,0.049
2003,1,23,0.512
2003,1,24,0.806
2003,1,25,0.864
2003,1,26,0.993
2003,1,27,1.106
2003,1,28,0.538
2003,1,29,0.116
2003,1,30,0.536
2003,1,31,0.926
2003,2,1,0.848
2003,2,2,0.353
2003,2,3,0.007
2003,2,4,-0.009
2003,2,5,0.279
2003,2,6,0.783
2003,2,7,1.310
2003,2,8,1.434
2003,2,9,1.139
2003,2,10,0.924
2003,2,11,0.772
2003,2,12,0.777
2003,2,13,0.797
2003,2,14,0.730
2003,2,15,0.654
2003,2,16,0.836
2003,2,17,0.957
2003,2,18,0.718
2003,2,19,0.483
2003,2,20,0.302
2003,2,21,0.153
2003,2,22,-0.075
2003,2,23,-0.111
2003,2,24,0.039
2003,2,25,0.125
2003,2,26,0.017
2003,2,27,-0.153
2003,2,28,-0.082
2003,3,1,0.091
2003,3,2,0.204
2003,3,3,0.081
2003,3,4,-0.152
2003,3,5,-0.128
2003,3,6,0.000
2003,3,7,0.186
2003,3,8,0.393
2003,3,9,0.576
2003,3,10,0.541
2003,3,11,0.706
2003,3,12,0.935
2003,3,13,0.994
2003,3,14,0.554
2003,3,15,0.179
2003,3,16,0.043
2003,3,17,-0.154
2003,3,18,-0.330
2003,3,19,-0.296
2003,3,20,0.188
2003,3,21,0.645
2003,3,22,0.738
2003,3,23,0.655
2003,3,24,0.600
2003,3,25,0.814
2003,3,26,0.768
2003,3,27,0.432
2003,3,28,0.309
2003,3,29,0.507
2003,3,30,0.769
2003,3,31,0.969
2003,4,1,0.721
2003,4,2,0.336
2003,4,3,0.054
2003,4,4,-0.518
2003,4,5,-0.529
2003,4,6,0.077
2003,4,7,0.542
2003,4,8,0.795
2003,4,9,0.637
2003,4,10,0.302
2003,4,11,0.061
2003,4,12,0.308
2003,4,13,0.593
2003,4,14,0.746
2003,4,15,0.508
2003,4,16,0.114
2003,4,17,0.024
2003,4,18,0.202
2003,4,19,0.058
2003,4,20,-0.356
2003,4,21,-0.824
2003,4,22,-1.257
2003,4,23,-1.608
2003,4,24,-1.661
2003,4,25,-1.473
2003,4,26,-1.146
2003,4,27,-0.531
2003,4,28,-0.228
2003,4,29,-0.301
2003,4,30,-0.420
2003,11,1,0.656
2003,11,2,0.642
2003,11,3,0.590
2003,11,4,0.829
2003,11,5,0.855
2003,11,6,1.017
2003,11,7,1.230
2003,11,8,1.155
2003,11,9,0.817
2003,11,10,0.772
2003,11,11,0.670
2003,11,12,0.286
2003,11,13,0.084
2003,11,14,-0.340
2003,11,15,-0.526
2003,11,16,-0.071
2003,11,17,0.178
2003,11,18,-0.020
2003,11,19,0.015
2003,11,20,0.136
2003,11,21,0.286
2003,11,22,0.308
2003,11,23,0.349
2003,11,24,0.436
2003,11,25,0.010
2003,11,26,-0.256
2003,11,27,0.293
2003,11,28,0.553
2003,11,29,0.483
2003,11,30,0.270
2003,12,1,-0.119
2003,12,2,-0.018
2003,12,3,0.105
2003,12,4,-0.091
2003,12,5,-0.197
2003,12,6,-0.090
2003,12,7,-0.003
2003,12,8,-0.019
2003,12,9,0.143
2003,12,10,0.262
2003,12,11,0.216
2003,12,12,0.329
2003,12,13,0.691
2003,12,14,0.539
2003,12,15,-0.015
2003,12,16,-0.240
2003,12,17,-0.150
2003,12,18,-0.100
2003,12,19,-0.059
2003,12,20,-0.091
2003,12,21,0.144
2003,12,22,0.372
2003,12,23,0.748
2003,12,24,1.199
2003,12,25,1.150
2003,12,26,0.908
2003,12,27,0.784
2003,12,28,0.662
2003,12,29,0.452
2003,12,30,0.385
2003,12,31,0.248
2004,1,1,0.485
2004,1,2,0.423
2004,1,3,0.345
2004,1,4,0.303
2004,1,5,0.273
2004,1,6,0.332
2004,1,7,0.602
2004,1,8,0.712
2004,1,9,0.657
2004,1,10,0.513
2004,1,11,0.467
2004,1,12,0.690
2004,1,13,0.555
2004,1,14,0.033
2004,1,15,-0.427
2004,1,16,-0.573
2004,1,17,-0.666
2004,1,18,-0.575
2004,1,19,-0.542
2004,1,20,-0.582
2004,1,21,-0.387
2004,1,22,-0.143
2004,1,23,0.095
2004,1,24,-0.080
2004,1,25,-0.541
2004,1,26,-0.960
2004,1,27,-1.311
2004,1,28,-1.449
2004,1,29,-1.443
2004,1,30,-1.274
2004,1,31,-1.009
2004,2,1,-0.663
2004,2,2,-0.285
2004,2,3,-0.135
2004,2,4,-0.110
2004,2,5,0.026
2004,2,6,0.029
2004,2,7,-0.039
2004,2,8,-0.106
2004,2,9,-0.112
2004,2,10,0.028
2004,2,11,-0.005
2004,2,12,0.336
2004,2,13,0.587
2004,2,14,0.485
2004,2,15,0.634
2004,2,16,1.061
2004,2,17,1.191
2004,2,18,1.240
2004,2,19,0.788
2004,2,20,0.281
2004,2,21,-0.095
2004,2,22,-0.266
2004,2,23,-0.230
2004,2,24,-0.392
2004,2,25,-0.544
2004,2,26,-0.535
2004,2,27,-0.415
2004,2,28,-0.078
2004,2,29,0.049
2004,3,1,-0.021
2004,3,2,0.171
2004,3,3,0.362
2004,3,4,0.127
2004,3,5,-0.078
2004,3,6,0.109
2004,3,7,0.283
2004,3,8,0.358
2004,3,9,0.168
2004,3,10,0.209
2004,3,11,0.398
2004,3,12,0.255
2004,3,13,0.279
2004,3,14,0.516
2004,3,15,0.745
2004,3,16,0.744
2004,3,17,0.849
2004,3,18,1.080
2004,3,19,1.423
2004,3,20,1.845
2004,3,21,1.866
2004,3,22,1.410
2004,3,23,1.250
2004,3,24,1.126
2004,3,25,1.353
2004,3,26,1.614
2004,3,27,1.591
2004,3,28,1.099
2004,3,29,0.659
2004,3,30,0.321
2004,3,31,0.145
2004,4,1,0.191
2004,4,2,0.449
2004,4,3,0.686
2004,4,4,0.474
2004,4,5,0.194
2004,4,6,0.042
2004,4,7,-0.189
2004,4,8,-0.283
2004,4,9,-0.160
2004,4,10,0.303
2004,4,11,0.706
2004,4,12,1.091
2004,4,13,1.318
2004,4,14,1.147
2004,4,15,0.934
2004,4,16,1.187
2004,4,17,1.378
2004,4,18,1.363
2004,4,19,1.354
2004,4,20,0.870
2004,4,21,0.291
2004,4,22,0.335
2004,4,23,0.706
2004,4,24,0.768
2004,4,25,0.406
2004,4,26,0.077
2004,4,27,-0.400
2004,4,28,-0.675
2004,4,29,-0.061
2004,4,30,0.624
2004,11,1,0.230
2004,11,2,0.307
2004,11,3,0.532
2004,11,4,0.443
2004,11,5,0.423
2004,11,6,0.548
2004,11,7,0.672
2004,11,8,0.454
2004,11,9,0.273
2004,11,10,0.692
2004,11,11,0.923
2004,11,12,0.721
2004,11,13,0.795
2004,11,14,0.669
2004,11,15,0.357
2004,11,16,0.084
2004,11,17,-0.003
2004,11,18,0.022
2004,11,19,-0.185
2004,11,20,-0.492
2004,11,21,-0.227
2004,11,22,0.174
2004,11,23,0.239
2004,11,24,0.258
2004,11,25,0.181
2004,11,26,0.285
2004,11,27,0.485
2004,11,28,0.652
2004,11,29,0.637
2004,11,30,0.752
2004,12,1,-0.064
2004,12,2,-0.071
2004,12,3,-0.237
2004,12,4,-0.070
2004,12,5,0.573
2004,12,6,1.008
2004,12,7,0.908
2004,12,8,0.604
2004,12,9,0.319
2004,12,10,0.282
2004,12,11,0.022
2004,12,12,-0.489
2004,12,13,-0.123
2004,12,14,0.502
2004,12,15,0.773
2004,12,16,1.024
2004,12,17,1.100
2004,12,18,0.884
2004,12,19,0.683
2004,12,20,0.414
2004,12,21,0.398
2004,12,22,0.745
2004,12,23,1.145
2004,12,24,1.065
2004,12,25,0.603
2004,12,26,0.751
2004,12,27,1.247
2004,12,28,1.304
2004,12,29,1.438
2004,12,30,1.521
2004,12,31,1.267
2005,1,1,1.633
2005,1,2,1.343
2005,1,3,1.058
2005,1,4,1.415
2005,1,5,1.641
2005,1,6,1.529
2005,1,7,1.798
2005,1,8,1.928
2005,1,9,1.690
2005,1,10,1.383
2005,1,11,0.896
2005,1,12,0.567
2005,1,13,0.390
2005,1,14,0.480
2005,1,15,0.993
2005,1,16,1.600
2005,1,17,1.598
2005,1,18,1.146
2005,1,19,1.203
2005,1,20,1.117
2005,1,21,0.707
2005,1,22,0.261
2005,1,23,0.204
2005,1,24,0.261
2005,1,25,-0.035
2005,1,26,-0.188
2005,1,27,-0.086
2005,1,28,0.162
2005,1,29,-0.099
2005,1,30,-0.288
2005,1,31,-0.479
2005,2,1,-0.215
2005,2,2,0.342
2005,2,3,0.675
2005,2,4,0.876
2005,2,5,0.826
2005,2,6,0.854
2005,2,7,1.188
2005,2,8,1.369
2005,2,9,1.264
2005,2,10,1.097
2005,2,11,1.049
2005,2,12,0.655
2005,2,13,0.394
2005,2,14,0.517
2005,2,15,0.756
2005,2,16,0.701
2005,2,17,0.417
2005,2,18,0.219
2005,2,19,0.025
2005,2,20,-0.215
2005,2,21,-0.483
2005,2,22,-0.789
2005,2,23,-1.077
2005,2,24,-1.319
2005,2,25,-1.379
2005,2,26,-1.237
2005,2,27,-1.205
2005,2,28,-1.120
2005,3,1,-1.261
2005,3,2,-0.915
2005,3,3,-0.932
2005,3,4,-0.900
2005,3,5,-0.863
2005,3,6,-0.755
2005,3,7,-0.737
2005,3,8,-0.614
2005,3,9,-0.585
2005,3,10,-0.885
2005,3,11,-1.096
2005,3,12,-1.283
2005,3,13,-1.440
2005,3,14,-1.486
2005,3,15,-1.282
2005,3,16,-0.875
2005,3,17,-0.614
2005,3,18,-0.721
2005,3,19,-0.776
2005,3,20,-0.636
2005,3,21,-0.341
2005,3,22,-0.153
2005,3,23,-0.195
2005,3,24,-0.153
2005,3,25,-0.076
2005,3,26,0.025
2005,3,27,-0.031
2005,3,28,-0.323
2005,3,29,-0.423
2005,3,30,-0.437
2005,3,31,-0.396
2005,4,1,-0.455
2005,4,2,-0.556
2005,4,3,-0.434
2005,4,4,-0.009
2005,4,5,0.366
2005,4,6,0.392
2005,4,7,0.431
2005,4,8,0.454
2005,4,9,0.442
2005,4,10,0.682
2005,4,11,0.690
2005,4,12,0.312
2005,4,13,0.221
2005,4,14,0.547
2005,4,15,0.770
2005,4,16,1.134
2005,4,17,0.917
2005,4,18,0.153
2005,4,19,-0.695
2005,4,20,-0.879
2005,4,21,-0.856
2005,4,22,-0.920
2005,4,23,-0.909
2005,4,24,-0.970
2005,4,25,-1.463
2005,4,26,-1.777
2005,4,27,-1.693
2005,4,28,-1.378
2005,4,29,-1.051
2005,4,30,-0.676
2005,11,1,-0.205
2005,11,2,0.004
2005,11,3,0.268
2005,11,4,0.449
2005,11,5,0.200
2005,11,6,-0.033
2005,11,7,0.102
2005,11,8,0.323
2005,11,9,0.716
2005,11,10,0.798
2005,11,11,0.310
2005,11,12,0.201
2005,11,13,0.701
2005,11,14,0.537
2005,11,15,-0.069
2005,11,16,-0.196
2005,11,17,-0.179
2005,11,18,-0.029
2005,11,19,0.135
2005,11,20,0.679
2005,11,21,0.741
2005,11,22,0.289
2005,11,23,-0.486
2005,11,24,-1.575
2005,11,25,-2.181
2005,11,26,-1.892
2005,11,27,-1.630
2005,11,28,-1.319
2005,11,29,-0.823
2005,11,30,-0.308
2005,12,1,-0.161
2005,12,2,-0.573
2005,12,3,-0.619
2005,12,4,-0.692
2005,12,5,-0.832
2005,12,6,-0.921
2005,12,7,-0.802
2005,12,8,-0.567
2005,12,9,-0.415
2005,12,10,-0.451
2005,12,11,-0.391
2005,12,12,-0.486
2005,12,13,-0.511
2005,12,14,-0.551
2005,12,15,-0.406
2005,12,16,-0.209
2005,12,17,0.095
2005,12,18,0.558
2005,12,19,0.428
2005,12,20,0.139
2005,12,21,-0.036
2005,12,22,0.000
2005,12,23,0.179
2005,12,24,0.082
2005,12,25,-0.054
2005,12,26,-0.119
2005,12,27,-0.185
2005,12,28,-0.204
2005,12,29,0.054
2005,12,30,0.534
2005,12,31,0.620
2006,1,1,0.587
2006,1,2,0.785
2006,1,3,0.911
2006,1,4,0.892
2006,1,5,0.597
2006,1,6,0.309
2006,1,7,0.303
2006,1,8,0.552
2006,1,9,1.080
2006,1,10,1.539
2006,1,11,1.582
2006,1,12,1.438
2006,1,13,1.431
2006,1,14,1.478
2006,1,15,1.272
2006,1,16,1.028
2006,1,17,0.979
2006,1,18,1.083
2006,1,19,0.941
2006,1,20,0.768
2006,1,21,0.531
2006,1,22,0.471
2006,1,23,0.207
2006,1,24,-0.017
2006,1,25,-0.121
2006,1,26,-0.279
2006,1,27,-0.347
2006,1,28,-0.175
2006,1,29,-0.037
2006,1,30,0.194
2006,1,31,0.096
2006,2,1,-0.145
2006,2,2,-0.339
2006,2,3,-0.491
2006,2,4,-0.541
2006,2,5,-0.537
2006,2,6,-0.365
2006,2,7,-0.147
2006,2,8,-0.238
2006,2,9,-0.237
2006,2,10,-0.122
2006,2,11,0.136
2006,2,12,0.341
2006,2,13,0.540
2006,2,14,0.823
2006,2,15,1.023
2006,2,16,0.832
2006,2,17,0.650
2006,2,18,0.439
2006,2,19,0.250
2006,2,20,0.139
2006,2,21,0.099
2006,2,22,-0.252
2006,2,23,-0.540
2006,2,24,-0.852
2006,2,25,-1.153
2006,2,26,-1.274
2006,2,27,-1.360
2006,2,28,-1.198
2006,3,1,-1.251
2006,3,2,-1.261
2006,3,3,-1.195
2006,3,4,-0.791
2006,3,5,-0.215
2006,3,6,0.210
2006,3,7,0.290
2006,3,8,0.115
2006,3,9,-0.245
2006,3,10,-0.503
2006,3,11,-0.401
2006,3,12,-0.222
2006,3,13,0.004
2006,3,14,-0.050
2006,3,15,-0.368
2006,3,16,-0.628
2006,3,17,-0.818
2006,3,18,-1.079
2006,3,19,-1.153
2006,3,20,-1.235
2006,3,21,-1.228
2006,3,22,-0.979
2006,3,23,-0.742
2006,3,24,-0.669
2006,3,25,-0.568
2006,3,26,-0.560
2006,3,27,-0.604
2006,3,28,-0.608
2006,3,29,-0.667
2006,3,30,-0.638
2006,3,31,-0.416
2006,4,1,0.142
2006,4,2,0.334
2006,4,3,0.334
2006,4,4,0.151
2006,4,5,-0.008
2006,4,6,-0.264
2006,4,7,-0.420
2006,4,8,0.100
2006,4,9,0.850
2006,4,10,1.313
2006,4,11,1.130
2006,4,12,1.044
2006,4,13,1.172
2006,4,14,0.873
2006,4,15,0.183
2006,4,16,-0.374
2006,4,17,-0.222
2006,4,18,0.063
2006,4,19,0.137
2006,4,20,0.111
2006,4,21,0.390
2006,4,22,0.838
2006,4,23,1.082
2006,4,24,0.981
2006,4,25,0.800
2006,4,26,0.655
2006,4,27,0.830
2006,4,28,1.433
2006,4,29,1.876
2006,4,30,1.629
2006,11,1,-1.297
2006,11,2,-1.024
2006,11,3,-1.290
2006,11,4,0.098
2006,11,5,0.325
2006,11,6,0.316
2006,11,7,0.591
2006,11,8,0.844
2006,11,9,0.771
2006,11,10,0.771
2006,11,11,0.515
2006,11,12,0.501
2006,11,13,0.101
2006,11,14,-0.503
2006,11,15,-0.912
2006,11,16,-0.704
2006,11,17,-0.279
2006,11,18,0.193
2006,11,19,0.192
2006,11,20,-0.156
2006,11,21,0.324
2006,11,22,0.616
2006,11,23,0.438
2006,11,24,0.092
2006,11,25,0.380
2006,11,26,0.848
2006,11,27,1.060
2006,11,28,1.091
2006,11,29,1.076
2006,11,30,1.237
2006,12,1,0.575
2006,12,2,0.456
2006,12,3,0.291
2006,12,4,0.284
2006,12,5,0.426
2006,12,6,0.746
2006,12,7,0.907
2006,12,8,0.803
2006,12,9,0.952
2006,12,10,1.772
2006,12,11,2.080
2006,12,12,1.893
2006,12,13,1.504
2006,12,14,1.364
2006,12,15,1.236
