"SITE_ID","SITE_NAME","MOVED_TO_SITE_ID","DATE","DEPTH","WATER","DENSITY","LATITUDE","LONGITUDE","NA","NA","NA","NA","NA","NA","NA"
1544,"SQUA PAN (E)",NA,"2018-27-03",33.8,8.8,0.26,46.550016,-68.320257,1544,"SQUA PAN (E)",NA,"2018-27-03",33.8,8.8,0.26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,"TOPSFIELD (B)",NA,"2018-27-03",19.5,7,0.36,45.435011,-67.721001,1559,"TOPSFIELD (B)",NA,"2018-27-03",19.5,7,0.36
1564,"FRYEBURG (B)",NA,"2018-27-03",12.7,3.68,0.29,44.008712,-70.955903,1564,"FRYEBURG (B)",NA,"2018-27-03",12.7,3.68,0.29
1589,"ORONO",NA,"2018-27-03",17.72,4.68,0.26,44.907523,-68.662119,1589,"ORONO",NA,"2018-27-03",17.72,4.68,0.26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,"SEBAGO",NA,"2018-28-03",13,4,0.31,43.760723,-70.517182,1083,"SEBAGO",NA,"2018-28-03",13,4,0.31
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,"NEWFIELD",NA,"2018-28-03",8.7,3.1,0.36,43.63057,-70.898629,1192,"NEWFIELD",NA,"2018-28-03",8.7,3.1,0.36
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,"GRAY (NWS)",NA,"2018-28-03",10,3.6,0.36,43.883339,-70.25,1509,"GRAY (NWS)",NA,"2018-28-03",10,3.6,0.36
1510,"HOLLIS (NWS)",NA,"2018-28-03",12.8,3.7,0.29,43.650009,-70.669999,1510,"HOLLIS (NWS)",NA,"2018-28-03",12.8,3.7,0.29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1527,"NORTH SEBAGO (NWS)",NA,"2018-28-03",14,4.6,0.33,43.87911,-70.632699,1527,"NORTH SEBAGO (NWS)",NA,"2018-28-03",14,4.6,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,"SOUTH LEBANON (B)",NA,"2018-28-03",4.5,1.7,0.38,43.286398,-70.89917,1557,"SOUTH LEBANON (B)",NA,"2018-28-03",4.5,1.7,0.38
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,"CLAYTON LAKE",NA,"2018-01-04",21.6,5.35,0.25,46.603629,-69.51931,1206,"CLAYTON LAKE",NA,"2018-01-04",21.6,5.35,0.25
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,"BETHEL",NA,"2018-02-04",8.31,1.9,0.23,44.414178,-70.837891,1045,"BETHEL",NA,"2018-02-04",8.31,1.9,0.23
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,"BRIDGTON",NA,"2018-02-04",7.46,1.9,0.26,44.055011,-70.721314,1072,"BRIDGTON",NA,"2018-02-04",7.46,1.9,0.26
1083,"SEBAGO",NA,"2018-02-04",5.1,1.6,0.31,43.760723,-70.517182,1083,"SEBAGO",NA,"2018-02-04",5.1,1.6,0.31
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,"TOPSHAM",NA,"2018-02-04",0,0,0,44.002648,-69.947373,1170,"TOPSHAM",NA,"2018-02-04",0,0,0
1183,"FALMOUTH",NA,"2018-02-04",0,0,0,43.73443,-70.25737,1183,"FALMOUTH",NA,"2018-02-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,"NEWFIELD",NA,"2018-02-04",1.3,0.4,0.31,43.63057,-70.898629,1192,"NEWFIELD",NA,"2018-02-04",1.3,0.4,0.31
1494,"DURHAM (NWS)",NA,"2018-02-04",0,0,0,43.983343,-70.050003,1494,"DURHAM (NWS)",NA,"2018-02-04",0,0,0
1509,"GRAY (NWS)",NA,"2018-02-04",0,0,0,43.883339,-70.25,1509,"GRAY (NWS)",NA,"2018-02-04",0,0,0
1510,"HOLLIS (NWS)",NA,"2018-02-04",5.3,1.5,0.28,43.650009,-70.669999,1510,"HOLLIS (NWS)",NA,"2018-02-04",5.3,1.5,0.28
1516,"HARTFORD (NWS)",NA,"2018-02-04",8,2.5,0.31,44.374233,-70.317223,1516,"HARTFORD (NWS)",NA,"2018-02-04",8,2.5,0.31
1521,"CHURCHILL DAM (NWS)",NA,"2018-02-04",24.1,6.6,0.27,46.492509,-69.2864,1521,"CHURCHILL DAM (NWS)",NA,"2018-02-04",24.1,6.6,0.27
1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2018-02-04",20.3,6.7,0.33,46.170307,-69.208298,1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2018-02-04",20.3,6.7,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,"SOUTH LEBANON (B)",NA,"2018-02-04",0.3,0.1,0.33,43.286398,-70.89917,1557,"SOUTH LEBANON (B)",NA,"2018-02-04",0.3,0.1,0.33
1558,"SOUTH BERWICK (B)",NA,"2018-02-04",0,0,0,43.19255,-70.748564,1558,"SOUTH BERWICK (B)",NA,"2018-02-04",0,0,0
1561,"JACKMAN (B)",NA,"2018-02-04",20.4,4.6,0.23,45.612408,-70.234299,1561,"JACKMAN (B)",NA,"2018-02-04",20.4,4.6,0.23
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1565,"POLAND REGIONAL HIGH SCHOOL",NA,"2018-02-04",1.85,0.79,0.43,44.070712,-70.415902,1565,"POLAND REGIONAL HIGH SCHOOL",NA,"2018-02-04",1.85,0.79,0.43
1577,"WEST WINTHROP (CWD)",NA,"2018-02-04",6.4,2,0.31,44.300995,-70.035965,1577,"WEST WINTHROP (CWD)",NA,"2018-02-04",6.4,2,0.31
1579,"NORTH READFIELD (CWD)",NA,"2018-02-04",6.8,2,0.29,44.41825,-69.999644,1579,"NORTH READFIELD (CWD)",NA,"2018-02-04",6.8,2,0.29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,"MILO",NA,"2018-03-04",15.95,5,0.31,45.2834,-69.015488,1006,"MILO",NA,"2018-03-04",15.95,5,0.31
1008,"AUGUSTA",NA,"2018-03-04",5.4,1.9,0.35,44.289992,-69.707787,1008,"AUGUSTA",NA,"2018-03-04",5.4,1.9,0.35
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,"FORT KENT",NA,"2018-03-04",23.7,6.7,0.28,47.236798,-68.581322,1022,"FORT KENT",NA,"2018-03-04",23.7,6.7,0.28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1093,"SEARSMONT",NA,"2018-03-04",1.65,0.4,0.24,44.403479,-69.227463,1093,"SEARSMONT",NA,"2018-03-04",1.65,0.4,0.24
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,"LINCOLN",NA,"2018-03-04",18.3,6.3,0.34,45.380429,-68.449478,1132,"LINCOLN",NA,"2018-03-04",18.3,6.3,0.34
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,"WESLEY",NA,"2018-03-04",12.5,3.78,0.3,44.97594,-67.645408,1327,"WESLEY",NA,"2018-03-04",12.5,3.78,0.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2018-03-04",18.2,6.8,0.37,46.875671,-68.001888,1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2018-03-04",18.2,6.8,0.37
1544,"SQUA PAN (E)",NA,"2018-03-04",27.2,8,0.29,46.550016,-68.320257,1544,"SQUA PAN (E)",NA,"2018-03-04",27.2,8,0.29
1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2018-03-04",32.8,9.1,0.28,46.808309,-68.495796,1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2018-03-04",32.8,9.1,0.28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,"TOPSFIELD (B)",NA,"2018-03-04",12.6,4.4,0.35,45.435011,-67.721001,1559,"TOPSFIELD (B)",NA,"2018-03-04",12.6,4.4,0.35
1564,"FRYEBURG (B)",NA,"2018-03-04",4.1,1.27,0.31,44.008712,-70.955903,1564,"FRYEBURG (B)",NA,"2018-03-04",4.1,1.27,0.31
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"2018-05-04",20,5.8,0.29,45.61838,-70.24965,1036,"JACKMAN/JACKMAN STATION (KWP)",1560,"2018-05-04",20,5.8,0.29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1013,"MOOSEHEAD (KWP)",NA,"2018-06-04",18,5.3,0.29,45.583831,-69.725289,1013,"MOOSEHEAD (KWP)",NA,"2018-06-04",18,5.3,0.29
1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2018-06-04",22,6,0.27,45.465157,-69.628472,1049,"GREENVILLE/GREENVILLE JUNCTION (KWP)",NA,"2018-06-04",22,6,0.27
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"2018-06-04",18,5,0.28,45.224398,-70.192124,1287,"FLAGSTAFF/FLAGSTAFF DAM (KWP)",NA,"2018-06-04",18,5,0.28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1045,"BETHEL",NA,"2018-08-04",5.32,1.13,0.21,44.414178,-70.837891,1045,"BETHEL",NA,"2018-08-04",5.32,1.13,0.21
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1072,"BRIDGTON",NA,"2018-08-04",5.91,1.7,0.29,44.055011,-70.721314,1072,"BRIDGTON",NA,"2018-08-04",5.91,1.7,0.29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1157,"MILLINOCKET (GNP)",NA,"2018-08-04",15.8,4.8,0.3,45.641869,-68.713928,1157,"MILLINOCKET (GNP)",NA,"2018-08-04",15.8,4.8,0.3
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"2018-08-04",23.7,7.3,0.31,45.910439,-69.185211,1283,"FROST POND/RIPOGENOUS DAM (GNP)",NA,"2018-08-04",23.7,7.3,0.31
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1006,"MILO",NA,"2018-09-04",15,4,0.27,45.2834,-69.015488,1006,"MILO",NA,"2018-09-04",15,4,0.27
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1022,"FORT KENT",NA,"2018-09-04",28,7.2,0.26,47.236798,-68.581322,1022,"FORT KENT",NA,"2018-09-04",28,7.2,0.26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1170,"TOPSHAM",NA,"2018-09-04",0,0,0,44.002648,-69.947373,1170,"TOPSHAM",NA,"2018-09-04",0,0,0
1183,"FALMOUTH",NA,"2018-09-04",0,0,0,43.73443,-70.25737,1183,"FALMOUTH",NA,"2018-09-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1206,"CLAYTON LAKE",NA,"2018-09-04",24.1,6.7,0.28,46.603629,-69.51931,1206,"CLAYTON LAKE",NA,"2018-09-04",24.1,6.7,0.28
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1327,"WESLEY",NA,"2018-09-04",8,2.6,0.33,44.97594,-67.645408,1327,"WESLEY",NA,"2018-09-04",8,2.6,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1494,"DURHAM (NWS)",NA,"2018-09-04",0,0,0,43.983343,-70.050003,1494,"DURHAM (NWS)",NA,"2018-09-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1516,"HARTFORD (NWS)",NA,"2018-09-04",4.5,1.9,0.42,44.374233,-70.317223,1516,"HARTFORD (NWS)",NA,"2018-09-04",4.5,1.9,0.42
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2018-09-04",19.8,7.8,0.39,46.875671,-68.001888,1520,"CARIBOU (B) (MEDICAL CENTER)",NA,"2018-09-04",19.8,7.8,0.39
1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2018-09-04",18.9,6.9,0.36,46.170307,-69.208298,1522,"CHAMBERLAIN BRIDGE (NWS)",NA,"2018-09-04",18.9,6.9,0.36
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1544,"SQUA PAN (E)",NA,"2018-09-04",25.8,8.4,0.33,46.550016,-68.320257,1544,"SQUA PAN (E)",NA,"2018-09-04",25.8,8.4,0.33
1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2018-09-04",31.6,10,0.32,46.808309,-68.495796,1545,"PORTGAGE AT HATHAWAY ROAD",NA,"2018-09-04",31.6,10,0.32
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1557,"SOUTH LEBANON (B)",NA,"2018-09-04",0,0,0,43.286398,-70.89917,1557,"SOUTH LEBANON (B)",NA,"2018-09-04",0,0,0
1558,"SOUTH BERWICK (B)",NA,"2018-09-04",0,0,0,43.19255,-70.748564,1558,"SOUTH BERWICK (B)",NA,"2018-09-04",0,0,0
1561,"JACKMAN (B)",NA,"2018-09-04",21.3,6.2,0.29,45.612408,-70.234299,1561,"JACKMAN (B)",NA,"2018-09-04",21.3,6.2,0.29
1577,"WEST WINTHROP (CWD)",NA,"2018-09-04",1.8,0.6,0.33,44.300995,-70.035965,1577,"WEST WINTHROP (CWD)",NA,"2018-09-04",1.8,0.6,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1579,"NORTH READFIELD (CWD)",NA,"2018-09-04",1.6,0.6,0.38,44.41825,-69.999644,1579,"NORTH READFIELD (CWD)",NA,"2018-09-04",1.6,0.6,0.38
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1008,"AUGUSTA",NA,"2018-10-04",1.4,0.4,0.29,44.289992,-69.707787,1008,"AUGUSTA",NA,"2018-10-04",1.4,0.4,0.29
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1083,"SEBAGO",NA,"2018-10-04",0.3,0.1,0.33,43.760723,-70.517182,1083,"SEBAGO",NA,"2018-10-04",0.3,0.1,0.33
1093,"SEARSMONT",NA,"2018-10-04",1.45,0.5,0.34,44.403479,-69.227463,1093,"SEARSMONT",NA,"2018-10-04",1.45,0.5,0.34
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1132,"LINCOLN",NA,"2018-10-04",9.8,3,0.31,45.380429,-68.449478,1132,"LINCOLN",NA,"2018-10-04",9.8,3,0.31
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1192,"NEWFIELD",NA,"2018-10-04",0,0,0,43.63057,-70.898629,1192,"NEWFIELD",NA,"2018-10-04",0,0,0
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1339,"GRAND RIVER (N.B.)",NA,"2018-10-04",27.7,7.2,0.26,47.200011,-67.949997,1339,"GRAND RIVER (N.B.)",NA,"2018-10-04",27.7,7.2,0.26
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1509,"GRAY (NWS)",NA,"2018-10-04",0,0,0,43.883339,-70.25,1509,"GRAY (NWS)",NA,"2018-10-04",0,0,0
1510,"HOLLIS (NWS)",NA,"2018-10-04",0.3,0.1,0.33,43.650009,-70.669999,1510,"HOLLIS (NWS)",NA,"2018-10-04",0.3,0.1,0.33
1527,"NORTH SEBAGO (NWS)",NA,"2018-10-04",0.3,0.1,0.33,43.87911,-70.632699,1527,"NORTH SEBAGO (NWS)",NA,"2018-10-04",0.3,0.1,0.33
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1559,"TOPSFIELD (B)",NA,"2018-10-04",12,4.4,0.37,45.435011,-67.721001,1559,"TOPSFIELD (B)",NA,"2018-10-04",12,4.4,0.37
1564,"FRYEBURG (B)",NA,"2018-10-04",0,0,0,44.008712,-70.955903,1564,"FRYEBURG (B)",NA,"2018-10-04",0,0,0
